stage	line	before	after
abbreviation	1225	 & 	 and 
abbreviation	1225	 & 	 and 
abbreviation	1225	 & 	 and 
abbreviation	1225	 & 	 and 
abbreviation	1227	ye	the
abbreviation	1231	 & 	 and 
abbreviation	1231	 & 	 and 
abbreviation	1235	ye	the
abbreviation	1245	ye	the
abbreviation	1251	 & 	 and 
abbreviation	1255	 & 	 and 
abbreviation	1255	 & 	 and 
abbreviation	1257	 & 	 and 
abbreviation	1261	yt	that
abbreviation	1263	 & 	 and 
abbreviation	1263	 & 	 and 
abbreviation	1265	ye	the
abbreviation	1265	ye	the
abbreviation	1265	ye	the
abbreviation	1265	ye	the
abbreviation	1265	ye	the
abbreviation	1265	ye	the
abbreviation	1265	ye	the
abbreviation	1265	 & 	 and 
abbreviation	1265	 & 	 and 
abbreviation	1271	 & 	 and 
abbreviation	1271	 & 	 and 
abbreviation	1271	 & 	 and 
abbreviation	1271	 & 	 and 
abbreviation	1271	 & 	 and 
abbreviation	1275	ye	the
abbreviation	1275	ye	the
abbreviation	1275	 & 	 and 
abbreviation	1275	 & 	 and 
abbreviation	1277	ye	the
abbreviation	1277	ye	the
abbreviation	1277	ye	the
abbreviation	1277	yt	that
abbreviation	1277	wt	with
abbreviation	1277	wt	with
abbreviation	1277	 & 	 and 
abbreviation	1277	 & 	 and 
abbreviation	1277	 & 	 and 
abbreviation	1277	 & 	 and 
abbreviation	1277	 & 	 and 
abbreviation	1277	 & 	 and 
abbreviation	1277	 & 	 and 
abbreviation	1277	 & 	 and 
abbreviation	1277	 & 	 and 
abbreviation	1277	 & 	 and 
abbreviation	1277	 & 	 and 
abbreviation	1279	 & 	 and 
abbreviation	1279	 & 	 and 
abbreviation	1281	 & 	 and 
abbreviation	1283	 & 	 and 
abbreviation	1283	 & 	 and 
abbreviation	1283	 & 	 and 
abbreviation	1283	 & 	 and 
abbreviation	1283	 & 	 and 
abbreviation	1289	 & 	 and 
abbreviation	1289	 & 	 and 
abbreviation	1289	 & 	 and 
abbreviation	1291	 & 	 and 
abbreviation	1293	ye	the
abbreviation	1293	ye	the
abbreviation	1293	 & 	 and 
abbreviation	1295	 & 	 and 
abbreviation	1297	ye	the
abbreviation	1297	 & 	 and 
abbreviation	1297	 & 	 and 
abbreviation	1297	 & 	 and 
abbreviation	1297	 & 	 and 
abbreviation	1297	 & 	 and 
abbreviation	1309	 & 	 and 
abbreviation	1311	ye	the
abbreviation	1311	ye	the
abbreviation	1311	 & 	 and 
abbreviation	1311	 & 	 and 
abbreviation	1311	 & 	 and 
abbreviation	1311	 & 	 and 
abbreviation	1311	 & 	 and 
abbreviation	1313	ye	the
abbreviation	1313	wt	with
abbreviation	1313	 & 	 and 
abbreviation	1313	 & 	 and 
abbreviation	1313	 & 	 and 
abbreviation	1315	yt	that
abbreviation	1315	 & 	 and 
abbreviation	1315	 & 	 and 
abbreviation	1319	 & 	 and 
abbreviation	1321	ye	the
abbreviation	1321	ye	the
abbreviation	1321	 & 	 and 
abbreviation	1321	 & 	 and 
abbreviation	1323	ye	the
abbreviation	1323	 & 	 and 
abbreviation	1323	 & 	 and 
abbreviation	1323	 & 	 and 
abbreviation	1325	ye	the
abbreviation	1325	ye	the
abbreviation	1325	ye	the
abbreviation	1327	ye	the
abbreviation	1327	 & 	 and 
abbreviation	1327	 & 	 and 
abbreviation	1327	 & 	 and 
abbreviation	1329	ye	the
abbreviation	1329	 & 	 and 
abbreviation	1329	 & 	 and 
abbreviation	1331	 & 	 and 
abbreviation	1333	 & 	 and 
abbreviation	1339	 & 	 and 
abbreviation	1343	yt	that
abbreviation	1345	 & 	 and 
abbreviation	1345	 & 	 and 
abbreviation	1347	ye	the
abbreviation	1347	ye	the
abbreviation	1347	 & 	 and 
abbreviation	1351	ye	the
abbreviation	1351	yt	that
abbreviation	1351	 & 	 and 
abbreviation	1351	 & 	 and 
abbreviation	1355	 & 	 and 
abbreviation	1361	 & 	 and 
abbreviation	1361	 & 	 and 
abbreviation	1361	 & 	 and 
abbreviation	1361	 & 	 and 
abbreviation	1361	 & 	 and 
abbreviation	1363	ye	the
abbreviation	1363	yt	that
abbreviation	1363	 & 	 and 
abbreviation	1363	 & 	 and 
abbreviation	1363	 & 	 and 
abbreviation	1365	 & 	 and 
abbreviation	1365	 & 	 and 
abbreviation	1367	ye	the
abbreviation	1367	ye	the
abbreviation	1367	ye	the
abbreviation	1367	ye	the
abbreviation	1367	 & 	 and 
abbreviation	1367	 & 	 and 
abbreviation	1367	 & 	 and 
abbreviation	1367	 & 	 and 
abbreviation	1367	 & 	 and 
abbreviation	1367	 & 	 and 
abbreviation	1369	 & 	 and 
abbreviation	1369	 & 	 and 
abbreviation	1371	 & 	 and 
abbreviation	1371	 & 	 and 
abbreviation	1371	 & 	 and 
abbreviation	1373	ye	the
abbreviation	1373	ye	the
abbreviation	1373	ye	the
abbreviation	1373	 & 	 and 
abbreviation	1373	 & 	 and 
abbreviation	1373	 & 	 and 
abbreviation	1373	 & 	 and 
abbreviation	1373	 & 	 and 
abbreviation	1373	 & 	 and 
abbreviation	1373	 & 	 and 
abbreviation	1373	 & 	 and 
abbreviation	1377	ye	the
abbreviation	1379	 & 	 and 
abbreviation	1383	ye	the
abbreviation	1383	 & 	 and 
abbreviation	1387	 & 	 and 
abbreviation	1391	ye	the
abbreviation	1391	yt	that
abbreviation	1391	 & 	 and 
abbreviation	1391	 & 	 and 
abbreviation	1391	 & 	 and 
abbreviation	1391	 & 	 and 
abbreviation	1391	 & 	 and 
abbreviation	1391	 & 	 and 
abbreviation	1391	 & 	 and 
abbreviation	1391	 & 	 and 
abbreviation	1391	 & 	 and 
abbreviation	1391	 & 	 and 
abbreviation	1393	 & 	 and 
abbreviation	1395	ye	the
abbreviation	1395	yt	that
abbreviation	1395	 & 	 and 
abbreviation	1395	 & 	 and 
abbreviation	1395	 & 	 and 
abbreviation	1395	 & 	 and 
abbreviation	1395	 & 	 and 
abbreviation	1395	 & 	 and 
abbreviation	1395	 & 	 and 
abbreviation	1395	 & 	 and 
abbreviation	1395	 & 	 and 
abbreviation	1395	 & 	 and 
abbreviation	1395	 & 	 and 
abbreviation	1397	ye	the
abbreviation	1397	ye	the
abbreviation	1397	ye	the
abbreviation	1397	 & 	 and 
abbreviation	1399	 & 	 and 
abbreviation	1399	 & 	 and 
abbreviation	1399	 & 	 and 
abbreviation	1401	ye	the
abbreviation	1401	ye	the
abbreviation	1401	 & 	 and 
abbreviation	1401	 & 	 and 
abbreviation	1401	 & 	 and 
abbreviation	1405	ye	the
abbreviation	1405	 & 	 and 
abbreviation	1405	 & 	 and 
abbreviation	1405	 & 	 and 
abbreviation	1407	 & 	 and 
abbreviation	1407	 & 	 and 
abbreviation	1407	 & 	 and 
abbreviation	1411	 & 	 and 
abbreviation	1413	 & 	 and 
abbreviation	1413	 & 	 and 
abbreviation	1415	ye	the
abbreviation	1415	 & 	 and 
abbreviation	1415	 & 	 and 
abbreviation	1417	 & 	 and 
abbreviation	1417	 & 	 and 
abbreviation	1425	ye	the
abbreviation	1425	yt	that
abbreviation	1425	wt	with
abbreviation	1425	 & 	 and 
abbreviation	1425	 & 	 and 
abbreviation	1425	 & 	 and 
abbreviation	1425	 & 	 and 
abbreviation	1425	 & 	 and 
abbreviation	1425	 & 	 and 
abbreviation	1425	 & 	 and 
abbreviation	1425	 & 	 and 
abbreviation	1425	 & 	 and 
abbreviation	1425	 & 	 and 
abbreviation	1425	 & 	 and 
abbreviation	1425	 & 	 and 
abbreviation	1427	ye	the
abbreviation	1427	ye	the
abbreviation	1427	ye	the
abbreviation	1427	ye	the
abbreviation	1427	ye	the
abbreviation	1427	ye	the
abbreviation	1427	yt	that
abbreviation	1427	yt	that
abbreviation	1427	yt	that
abbreviation	1427	yt	that
abbreviation	1427	 & 	 and 
abbreviation	1427	 & 	 and 
abbreviation	1427	 & 	 and 
abbreviation	1427	 & 	 and 
abbreviation	1427	 & 	 and 
abbreviation	1427	 & 	 and 
abbreviation	1427	 & 	 and 
abbreviation	1429	 & 	 and 
abbreviation	1431	 & 	 and 
abbreviation	1433	 & 	 and 
abbreviation	1437	 & 	 and 
abbreviation	1437	 & 	 and 
abbreviation	1439	 & 	 and 
abbreviation	1439	 & 	 and 
abbreviation	1439	 & 	 and 
abbreviation	1439	 & 	 and 
abbreviation	1439	 & 	 and 
abbreviation	1441	 & 	 and 
abbreviation	1443	ye	the
abbreviation	1443	 & 	 and 
abbreviation	1443	 & 	 and 
abbreviation	1443	 & 	 and 
abbreviation	1443	 & 	 and 
abbreviation	1443	 & 	 and 
abbreviation	1443	 & 	 and 
abbreviation	1443	 & 	 and 
abbreviation	1445	 & 	 and 
abbreviation	1445	 & 	 and 
abbreviation	1445	 & 	 and 
abbreviation	1445	 & 	 and 
abbreviation	1445	 & 	 and 
abbreviation	1445	 & 	 and 
abbreviation	1447	ye	the
abbreviation	1447	 & 	 and 
abbreviation	1449	wt	with
abbreviation	1453	ye	the
abbreviation	1453	ye	the
abbreviation	1453	 & 	 and 
abbreviation	1453	 & 	 and 
abbreviation	1455	 & 	 and 
abbreviation	1457	ye	the
abbreviation	1457	yt	that
abbreviation	1457	 & 	 and 
abbreviation	1457	 & 	 and 
abbreviation	1457	 & 	 and 
abbreviation	1457	 & 	 and 
abbreviation	1459	 & 	 and 
abbreviation	1459	 & 	 and 
abbreviation	1461	 & 	 and 
abbreviation	1461	 & 	 and 
abbreviation	1465	 & 	 and 
abbreviation	1467	ye	the
abbreviation	1467	 & 	 and 
abbreviation	1469	 & 	 and 
abbreviation	1469	 & 	 and 
abbreviation	1469	 & 	 and 
abbreviation	1469	 & 	 and 
abbreviation	1471	ye	the
abbreviation	1471	 & 	 and 
abbreviation	1471	 & 	 and 
abbreviation	1471	 & 	 and 
abbreviation	1473	 & 	 and 
abbreviation	1473	 & 	 and 
abbreviation	1475	yt	that
abbreviation	1475	 & 	 and 
abbreviation	1475	 & 	 and 
abbreviation	1477	ye	the
abbreviation	1477	 & 	 and 
abbreviation	1477	 & 	 and 
abbreviation	1483	ye	the
abbreviation	1483	ye	the
abbreviation	1483	 & 	 and 
abbreviation	1487	 & 	 and 
abbreviation	1487	 & 	 and 
abbreviation	1491	ye	the
abbreviation	1495	ye	the
abbreviation	1495	 & 	 and 
abbreviation	1499	 & 	 and 
abbreviation	1499	 & 	 and 
abbreviation	1499	 & 	 and 
abbreviation	1499	 & 	 and 
abbreviation	1499	 & 	 and 
abbreviation	1499	 & 	 and 
abbreviation	1499	 & 	 and 
abbreviation	1501	ye	the
abbreviation	1501	yt	that
abbreviation	1501	 & 	 and 
abbreviation	1501	 & 	 and 
abbreviation	1501	 & 	 and 
abbreviation	1501	 & 	 and 
abbreviation	1501	 & 	 and 
abbreviation	1501	 & 	 and 
abbreviation	1503	ye	the
abbreviation	1503	ye	the
abbreviation	1503	ye	the
abbreviation	1503	ye	the
abbreviation	1503	yt	that
abbreviation	1503	yt	that
abbreviation	1503	yt	that
abbreviation	1503	 & 	 and 
abbreviation	1503	 & 	 and 
abbreviation	1503	 & 	 and 
abbreviation	1503	 & 	 and 
abbreviation	1503	 & 	 and 
abbreviation	1503	 & 	 and 
abbreviation	1503	 & 	 and 
abbreviation	1505	 & 	 and 
abbreviation	1507	ye	the
abbreviation	1507	 & 	 and 
abbreviation	1509	yt	that
abbreviation	1509	 & 	 and 
abbreviation	1513	 & 	 and 
abbreviation	1513	 & 	 and 
abbreviation	1513	 & 	 and 
abbreviation	1521	ye	the
abbreviation	1521	ye	the
abbreviation	1521	 & 	 and 
abbreviation	1521	 & 	 and 
abbreviation	1521	 & 	 and 
abbreviation	1521	 & 	 and 
abbreviation	1523	ye	the
abbreviation	1523	ye	the
abbreviation	1523	ye	the
abbreviation	1523	ye	the
abbreviation	1523	yt	that
abbreviation	1523	wt	with
abbreviation	1523	 & 	 and 
abbreviation	1523	 & 	 and 
abbreviation	1523	 & 	 and 
abbreviation	1525	 & 	 and 
abbreviation	1525	 & 	 and 
abbreviation	1529	ye	the
abbreviation	1529	 & 	 and 
abbreviation	1531	 & 	 and 
abbreviation	1539	 & 	 and 
abbreviation	1539	 & 	 and 
abbreviation	1539	 & 	 and 
abbreviation	1539	 & 	 and 
abbreviation	1539	 & 	 and 
abbreviation	1541	 & 	 and 
abbreviation	1541	 & 	 and 
abbreviation	1541	 & 	 and 
abbreviation	1551	 & 	 and 
abbreviation	1551	 & 	 and 
abbreviation	1553	ye	the
abbreviation	1553	 & 	 and 
abbreviation	1553	 & 	 and 
abbreviation	1559	 & 	 and 
abbreviation	1567	 & 	 and 
abbreviation	1569	ye	the
abbreviation	1569	 & 	 and 
abbreviation	1577	ye	the
abbreviation	1577	ye	the
abbreviation	1577	wt	with
abbreviation	1577	 & 	 and 
abbreviation	1577	 & 	 and 
abbreviation	1577	 & 	 and 
abbreviation	1577	 & 	 and 
abbreviation	1577	 & 	 and 
abbreviation	1577	 & 	 and 
abbreviation	1577	 & 	 and 
abbreviation	1579	ye	the
abbreviation	1579	yt	that
abbreviation	1579	yt	that
abbreviation	1579	 & 	 and 
abbreviation	1579	 & 	 and 
abbreviation	1579	 & 	 and 
abbreviation	1579	 & 	 and 
abbreviation	1579	 & 	 and 
abbreviation	1579	 & 	 and 
abbreviation	1581	yt	that
abbreviation	1581	 & 	 and 
abbreviation	1583	ye	the
abbreviation	1583	 & 	 and 
abbreviation	1583	 & 	 and 
abbreviation	1583	 & 	 and 
abbreviation	1583	 & 	 and 
abbreviation	1583	 & 	 and 
abbreviation	1585	yt	that
abbreviation	1585	 & 	 and 
abbreviation	1585	 & 	 and 
abbreviation	1585	 & 	 and 
abbreviation	1585	 & 	 and 
abbreviation	1585	 & 	 and 
abbreviation	1585	 & 	 and 
abbreviation	1585	 & 	 and 
abbreviation	1585	 & 	 and 
abbreviation	1585	 & 	 and 
abbreviation	1587	yt	that
abbreviation	1587	 & 	 and 
abbreviation	1587	 & 	 and 
abbreviation	1587	 & 	 and 
abbreviation	1587	 & 	 and 
abbreviation	1589	ye	the
abbreviation	1589	 & 	 and 
abbreviation	1591	 & 	 and 
abbreviation	1593	 & 	 and 
abbreviation	1595	 & 	 and 
abbreviation	1603	 & 	 and 
abbreviation	1603	 & 	 and 
abbreviation	1603	 & 	 and 
abbreviation	1605	 & 	 and 
abbreviation	1605	 & 	 and 
abbreviation	1607	 & 	 and 
abbreviation	1613	 & 	 and 
abbreviation	1615	 & 	 and 
abbreviation	1621	ye	the
abbreviation	1621	ye	the
abbreviation	1621	 & 	 and 
abbreviation	1621	 & 	 and 
abbreviation	1621	 & 	 and 
abbreviation	1621	 & 	 and 
abbreviation	1621	 & 	 and 
abbreviation	1627	 & 	 and 
abbreviation	1627	 & 	 and 
abbreviation	1631	 & 	 and 
abbreviation	1639	 & 	 and 
abbreviation	1643	 & 	 and 
abbreviation	1643	 & 	 and 
abbreviation	1643	 & 	 and 
abbreviation	1643	 & 	 and 
abbreviation	1645	ye	the
abbreviation	1645	ye	the
abbreviation	1645	 & 	 and 
abbreviation	1649	ye	the
abbreviation	1649	ye	the
abbreviation	1653	ye	the
abbreviation	1653	 & 	 and 
abbreviation	1653	 & 	 and 
abbreviation	1655	 & 	 and 
abbreviation	1657	ye	the
abbreviation	1657	 & 	 and 
abbreviation	1657	 & 	 and 
abbreviation	1657	 & 	 and 
abbreviation	1659	ye	the
abbreviation	1659	ye	the
abbreviation	1659	ye	the
abbreviation	1659	ye	the
abbreviation	1661	 & 	 and 
abbreviation	1661	 & 	 and 
abbreviation	1667	ye	the
abbreviation	1667	ye	the
abbreviation	1667	 & 	 and 
abbreviation	1667	 & 	 and 
abbreviation	1667	 & 	 and 
abbreviation	1667	 & 	 and 
abbreviation	1671	 & 	 and 
abbreviation	1673	ye	the
abbreviation	1675	 & 	 and 
abbreviation	1679	 & 	 and 
abbreviation	1691	 & 	 and 
abbreviation	1691	 & 	 and 
abbreviation	1697	ye	the
abbreviation	1703	ye	the
abbreviation	1703	 & 	 and 
abbreviation	1703	 & 	 and 
abbreviation	1705	ye	the
abbreviation	1705	ye	the
abbreviation	1705	ye	the
abbreviation	1705	 & 	 and 
abbreviation	1705	 & 	 and 
abbreviation	1705	 & 	 and 
abbreviation	1707	 & 	 and 
abbreviation	1707	 & 	 and 
abbreviation	1707	 & 	 and 
abbreviation	1707	 & 	 and 
abbreviation	1707	 & 	 and 
abbreviation	1715	ye	the
abbreviation	1715	 & 	 and 
abbreviation	1715	 & 	 and 
abbreviation	1715	 & 	 and 
abbreviation	1723	 & 	 and 
abbreviation	1729	 & 	 and 
abbreviation	1733	ye	the
abbreviation	1733	ye	the
abbreviation	1733	ye	the
abbreviation	1733	 & 	 and 
abbreviation	1733	 & 	 and 
abbreviation	1741	 & 	 and 
abbreviation	1743	 & 	 and 
abbreviation	1745	 & 	 and 
abbreviation	1749	ye	the
abbreviation	1749	 & 	 and 
abbreviation	1755	ye	the
abbreviation	1757	 & 	 and 
abbreviation	1757	 & 	 and 
abbreviation	1761	ye	the
abbreviation	1761	ye	the
abbreviation	1761	yt	that
abbreviation	1761	yt	that
abbreviation	1761	yt	that
abbreviation	1761	 & 	 and 
abbreviation	1761	 & 	 and 
abbreviation	1763	ye	the
abbreviation	1763	ye	the
abbreviation	1763	yt	that
abbreviation	1763	yt	that
abbreviation	1763	 & 	 and 
abbreviation	1763	 & 	 and 
abbreviation	1763	 & 	 and 
abbreviation	1763	 & 	 and 
abbreviation	1767	 & 	 and 
abbreviation	1771	 & 	 and 
abbreviation	1777	ye	the
abbreviation	1777	 & 	 and 
abbreviation	1777	 & 	 and 
abbreviation	1777	 & 	 and 
abbreviation	1777	 & 	 and 
abbreviation	1779	ye	the
abbreviation	1779	 & 	 and 
abbreviation	1783	yt	that
abbreviation	1785	 & 	 and 
abbreviation	1787	ye	the
abbreviation	1787	ye	the
abbreviation	1787	 & 	 and 
abbreviation	1787	 & 	 and 
abbreviation	1791	 & 	 and 
abbreviation	1795	ye	the
abbreviation	1795	 & 	 and 
abbreviation	1795	 & 	 and 
abbreviation	1795	 & 	 and 
abbreviation	1797	 & 	 and 
abbreviation	1799	 & 	 and 
abbreviation	1799	 & 	 and 
abbreviation	1801	 & 	 and 
abbreviation	1801	 & 	 and 
abbreviation	1803	 & 	 and 
abbreviation	1807	 & 	 and 
abbreviation	1807	 & 	 and 
abbreviation	1807	 & 	 and 
abbreviation	1809	ye	the
abbreviation	1809	ye	the
abbreviation	1809	yt	that
abbreviation	1809	 & 	 and 
abbreviation	1809	 & 	 and 
abbreviation	1809	 & 	 and 
abbreviation	1809	 & 	 and 
abbreviation	1811	 & 	 and 
abbreviation	1813	ye	the
abbreviation	1813	 & 	 and 
abbreviation	1821	ye	the
abbreviation	1821	 & 	 and 
abbreviation	1821	 & 	 and 
abbreviation	1823	 & 	 and 
abbreviation	1823	 & 	 and 
abbreviation	1823	 & 	 and 
abbreviation	1823	 & 	 and 
abbreviation	1823	 & 	 and 
abbreviation	1823	 & 	 and 
abbreviation	1827	ye	the
abbreviation	1827	yt	that
abbreviation	1827	 & 	 and 
abbreviation	1827	 & 	 and 
abbreviation	1827	 & 	 and 
abbreviation	1827	 & 	 and 
abbreviation	1827	 & 	 and 
abbreviation	1827	 & 	 and 
abbreviation	1829	 & 	 and 
abbreviation	1829	 & 	 and 
abbreviation	1829	 & 	 and 
abbreviation	1833	ye	the
abbreviation	1835	 & 	 and 
abbreviation	1835	 & 	 and 
abbreviation	1837	yt	that
abbreviation	1837	 & 	 and 
abbreviation	1839	 & 	 and 
abbreviation	1839	 & 	 and 
abbreviation	1841	 & 	 and 
abbreviation	1841	 & 	 and 
abbreviation	1845	 & 	 and 
abbreviation	1847	 & 	 and 
abbreviation	1849	 & 	 and 
abbreviation	1853	 & 	 and 
abbreviation	1855	 & 	 and 
abbreviation	1857	ye	the
abbreviation	1857	 & 	 and 
abbreviation	1859	ye	the
abbreviation	1859	 & 	 and 
abbreviation	1859	 & 	 and 
abbreviation	1859	 & 	 and 
abbreviation	1859	 & 	 and 
abbreviation	1863	yt	that
abbreviation	1863	 & 	 and 
abbreviation	1863	 & 	 and 
abbreviation	1865	 & 	 and 
abbreviation	1869	ye	the
abbreviation	1869	ye	the
abbreviation	1869	ye	the
abbreviation	1869	ye	the
abbreviation	1869	 & 	 and 
abbreviation	1871	ye	the
abbreviation	1873	 & 	 and 
abbreviation	1873	 & 	 and 
abbreviation	1875	ye	the
abbreviation	1875	 & 	 and 
abbreviation	1875	 & 	 and 
abbreviation	1877	 & 	 and 
abbreviation	1883	yt	that
abbreviation	1883	yt	that
abbreviation	1885	ye	the
abbreviation	1885	ye	the
abbreviation	1885	yt	that
abbreviation	1885	 & 	 and 
abbreviation	1889	yt	that
abbreviation	1889	 & 	 and 
abbreviation	1891	 & 	 and 
abbreviation	1899	 & 	 and 
abbreviation	1901	ye	the
abbreviation	1901	 & 	 and 
abbreviation	1901	 & 	 and 
abbreviation	1901	 & 	 and 
abbreviation	1901	 & 	 and 
abbreviation	1903	 & 	 and 
abbreviation	1905	 & 	 and 
abbreviation	1905	 & 	 and 
abbreviation	1909	 & 	 and 
abbreviation	1909	 & 	 and 
abbreviation	1909	 & 	 and 
abbreviation	1909	 & 	 and 
abbreviation	1913	ye	the
abbreviation	1915	 & 	 and 
abbreviation	1919	 & 	 and 
abbreviation	1919	 & 	 and 
abbreviation	1923	ye	the
abbreviation	1923	 & 	 and 
abbreviation	1925	 & 	 and 
abbreviation	1925	 & 	 and 
abbreviation	1927	ye	the
abbreviation	1927	 & 	 and 
abbreviation	1927	 & 	 and 
abbreviation	1927	 & 	 and 
abbreviation	1927	 & 	 and 
abbreviation	1927	 & 	 and 
abbreviation	1929	yt	that
abbreviation	1931	 & 	 and 
abbreviation	1933	ye	the
abbreviation	1933	ye	the
abbreviation	1933	 & 	 and 
abbreviation	1933	 & 	 and 
abbreviation	1933	 & 	 and 
abbreviation	1933	 & 	 and 
abbreviation	1935	ye	the
abbreviation	1935	ye	the
abbreviation	1935	 & 	 and 
abbreviation	1935	 & 	 and 
abbreviation	1935	 & 	 and 
abbreviation	1935	 & 	 and 
abbreviation	1935	 & 	 and 
abbreviation	1937	 & 	 and 
abbreviation	1939	 & 	 and 
abbreviation	1943	ye	the
abbreviation	1943	ye	the
abbreviation	1943	 & 	 and 
abbreviation	1947	ye	the
abbreviation	1947	ye	the
abbreviation	1947	ye	the
abbreviation	1947	 & 	 and 
abbreviation	1949	ye	the
abbreviation	1949	 & 	 and 
abbreviation	1949	 & 	 and 
abbreviation	1953	 & 	 and 
abbreviation	1955	ye	the
abbreviation	1955	ye	the
abbreviation	1955	 & 	 and 
abbreviation	1955	 & 	 and 
abbreviation	1955	 & 	 and 
abbreviation	1957	ye	the
abbreviation	1959	 & 	 and 
abbreviation	1963	 & 	 and 
abbreviation	1969	ye	the
abbreviation	1971	ye	the
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1971	 & 	 and 
abbreviation	1973	 & 	 and 
abbreviation	1973	 & 	 and 
abbreviation	1975	ye	the
abbreviation	1975	 & 	 and 
abbreviation	1975	 & 	 and 
abbreviation	1981	 & 	 and 
abbreviation	1983	 & 	 and 
abbreviation	1989	ye	the
abbreviation	1993	ye	the
abbreviation	1993	 & 	 and 
abbreviation	1997	ye	the
abbreviation	1997	ye	the
abbreviation	1997	ye	the
abbreviation	1997	ye	the
abbreviation	1997	ye	the
abbreviation	1997	yt	that
abbreviation	1997	wt	with
abbreviation	1997	 & 	 and 
abbreviation	1997	 & 	 and 
abbreviation	1997	 & 	 and 
abbreviation	1997	 & 	 and 
abbreviation	1997	 & 	 and 
abbreviation	1997	 & 	 and 
abbreviation	1997	 & 	 and 
abbreviation	1997	 & 	 and 
abbreviation	2005	ye	the
abbreviation	2005	 & 	 and 
abbreviation	2009	ye	the
abbreviation	2009	wt	with
abbreviation	2011	ye	the
abbreviation	2011	ye	the
abbreviation	2011	 & 	 and 
abbreviation	2011	 & 	 and 
abbreviation	2011	 & 	 and 
